Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1
2686076023	Ga0133563_111383	 acyl-phosphate glycerol-3-phosphate acyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686077278	Ga0133562_12723	 acyl-phosphate glycerol-3-phosphate acyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686073679	Ga0133564_11943	 acyl-phosphate glycerol-3-phosphate acyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079132	Ga0133561_11888	 acyl-phosphate glycerol-3-phosphate acyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079739	Ga0133561_111506	 acyl-phosphate glycerol-3-phosphate acyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079272	Ga0133561_111033	 adenine phosphoribosyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077415	Ga0133562_12864	 adenine phosphoribosyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686075557	Ga0133563_11909	 adenine phosphoribosyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686073845	Ga0133564_111113	 adenine phosphoribosyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079782	Ga0133561_111549	 adenosine deaminase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074396	Ga0133564_111674	 adenosine deaminase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077982	Ga0133562_121439	 adenosine deaminase	2684622913	Lactobacillus melliventris Lb_184	2
2686076070	Ga0133563_111430	 adenosine deaminase	2684622912	Lactobacillus apis Lb_185	2
2686073461	Ga0133564_11722	 adenosine deaminase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075881	Ga0133563_111240	 Adenylate kinase	2684622912	Lactobacillus apis Lb_185	2
2686074164	Ga0133564_111439	 Adenylate kinase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079597	Ga0133561_111364	 Adenylate kinase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077766	Ga0133562_121222	 Adenylate kinase	2684622913	Lactobacillus melliventris Lb_184	2
2686078151	Ga0133562_1354	 Adenylosuccinate lyase	2684622913	Lactobacillus melliventris Lb_184	2
2686076149	Ga0133563_111509	 Adenylosuccinate lyase	2684622912	Lactobacillus apis Lb_185	2
2686074545	Ga0133564_111824	 Adenylosuccinate lyase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079939	Ga0133561_111707	 Adenylosuccinate lyase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074546	Ga0133564_111825	 Adenylosuccinate synthetase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078152	Ga0133562_1355	 Adenylosuccinate synthetase	2684622913	Lactobacillus melliventris Lb_184	2
2686076150	Ga0133563_111510	 Adenylosuccinate synthetase	2684622912	Lactobacillus apis Lb_185	2
2686079940	Ga0133561_111708	 Adenylosuccinate synthetase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073426	Ga0133564_11687	 agmatine deiminase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075124	Ga0133563_11468	 Ala-tRNA(Pro) hydrolase	2684622912	Lactobacillus apis Lb_185	2
2686078816	Ga0133561_11568	 Ala-tRNA(Pro) hydrolase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073325	Ga0133564_11585	 Ala-tRNA(Pro) hydrolase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078694	Ga0133561_11444	 alanyl-tRNA synthetase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073179	Ga0133564_11437	 alanyl-tRNA synthetase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076721	Ga0133562_12161	 alanyl-tRNA synthetase	2684622913	Lactobacillus melliventris Lb_184	2
2686074977	Ga0133563_11319	 alanyl-tRNA synthetase	2684622912	Lactobacillus apis Lb_185	2
2686077831	Ga0133562_121287	 aldose 1-epimerase	2684622913	Lactobacillus melliventris Lb_184	2
2686078294	Ga0133561_1137	 aldose 1-epimerase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075196	Ga0133563_11541	 alpha-phosphoglucomutase	2684622912	Lactobacillus apis Lb_185	2
2686073403	Ga0133564_11664	 alpha-phosphoglucomutase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078894	Ga0133561_11647	 alpha-phosphoglucomutase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076996	Ga0133562_12438	 alpha-phosphoglucomutase	2684622913	Lactobacillus melliventris Lb_184	2
2686076419	Ga0133562_11179	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686077968	Ga0133562_121425	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686078426	Ga0133561_11171	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078232	Ga0133562_13136	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686074378	Ga0133564_111656	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079413	Ga0133561_111176	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076057	Ga0133563_111417	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686072906	Ga0133564_11159	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686074218	Ga0133564_111493	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077820	Ga0133562_121276	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686074781	Ga0133563_11119	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686077562	Ga0133562_121013	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686073985	Ga0133564_111255	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075074	Ga0133563_11418	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686076881	Ga0133562_12323	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686075697	Ga0133563_111051	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686079765	Ga0133561_111532	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078774	Ga0133561_11526	 amino acid ABC transporter ATP-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073280	Ga0133564_11540	 amino acid ABC transporter membrane protein 1, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075938	Ga0133563_111297	 amino acid ABC transporter membrane protein 1, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686079653	Ga0133561_111420	 amino acid ABC transporter membrane protein 1, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074220	Ga0133564_111495	 amino acid ABC transporter membrane protein 1, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077822	Ga0133562_121278	 amino acid ABC transporter membrane protein 1, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686076883	Ga0133562_12325	 amino acid ABC transporter membrane protein 1, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686075076	Ga0133563_11420	 amino acid ABC transporter membrane protein 1, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686079411	Ga0133561_111174	 amino acid ABC transporter membrane protein 1, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078776	Ga0133561_11528	 amino acid ABC transporter membrane protein 1, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077560	Ga0133562_121011	 amino acid ABC transporter membrane protein 1, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686073982	Ga0133564_111252	 amino acid ABC transporter membrane protein 2, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686074219	Ga0133564_111494	 amino acid ABC transporter membrane protein 2, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073281	Ga0133564_11541	 amino acid ABC transporter membrane protein 2, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076884	Ga0133562_12326	 amino acid ABC transporter membrane protein 2, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686075077	Ga0133563_11421	 amino acid ABC transporter membrane protein 2, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686077559	Ga0133562_121010	 amino acid ABC transporter membrane protein 2, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686077821	Ga0133562_121277	 amino acid ABC transporter membrane protein 2, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686078777	Ga0133561_11529	 amino acid ABC transporter membrane protein 2, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079410	Ga0133561_111173	 amino acid ABC transporter membrane protein 2, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075694	Ga0133563_111048	 amino acid ABC transporter membrane protein 2, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686079652	Ga0133561_111419	 amino acid ABC transporter membrane protein 2, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075937	Ga0133563_111296	 amino acid ABC transporter membrane protein 2, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686076228	Ga0133563_111588	 amino acid ABC transporter membrane protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686080010	Ga0133561_111778	 amino acid ABC transporter membrane protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074637	Ga0133564_111917	 amino acid ABC transporter membrane protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078231	Ga0133562_13135	 amino acid ABC transporter membrane protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686076230	Ga0133563_111590	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686080012	Ga0133561_111780	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078233	Ga0133562_13137	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686077819	Ga0133562_121275	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686074217	Ga0133564_111492	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079650	Ga0133561_111417	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076882	Ga0133562_12324	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686073279	Ga0133564_11539	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075935	Ga0133563_111294	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686075075	Ga0133563_11419	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686079412	Ga0133561_111175	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078775	Ga0133561_11527	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074639	Ga0133564_111919	 amino acid ABC transporter substrate-binding protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077969	Ga0133562_121426	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686076420	Ga0133562_11180	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686074379	Ga0133564_111657	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076058	Ga0133563_111418	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686072907	Ga0133564_11160	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079766	Ga0133561_111533	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074782	Ga0133563_11120	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622912	Lactobacillus apis Lb_185	2
2686078427	Ga0133561_11172	 amino acid ABC transporter substrate-binding protein, PAAT family /amino acid ABC transporter membrane protein, PAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074820	Ga0133563_11159	 amino acid/amide ABC transporter ATP-binding protein 1, HAAT family	2684622912	Lactobacillus apis Lb_185	2
2686072964	Ga0133564_11218	 amino acid/amide ABC transporter ATP-binding protein 1, HAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078499	Ga0133561_11245	 amino acid/amide ABC transporter ATP-binding protein 2, HAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074821	Ga0133563_11160	 amino acid/amide ABC transporter ATP-binding protein 2, HAAT family	2684622912	Lactobacillus apis Lb_185	2
2686072965	Ga0133564_11219	 amino acid/amide ABC transporter ATP-binding protein 2, HAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076497	Ga0133562_11258	 amino acid/amide ABC transporter ATP-binding protein 2, HAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686078496	Ga0133561_11242	 amino acid/amide ABC transporter membrane protein 1, HAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076494	Ga0133562_11255	 amino acid/amide ABC transporter membrane protein 1, HAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686072962	Ga0133564_11216	 amino acid/amide ABC transporter membrane protein 1, HAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686074818	Ga0133563_11157	 amino acid/amide ABC transporter membrane protein 1, HAAT family	2684622912	Lactobacillus apis Lb_185	2
2686074819	Ga0133563_11158	 amino acid/amide ABC transporter membrane protein 2, HAAT family	2684622912	Lactobacillus apis Lb_185	2
2686072963	Ga0133564_11217	 amino acid/amide ABC transporter membrane protein 2, HAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078497	Ga0133561_11243	 amino acid/amide ABC transporter membrane protein 2, HAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076495	Ga0133562_11256	 amino acid/amide ABC transporter membrane protein 2, HAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686078495	Ga0133561_11241	 amino acid/amide ABC transporter substrate-binding protein, HAAT family	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686072967	Ga0133564_11221	 amino acid/amide ABC transporter substrate-binding protein, HAAT family	2684622911	Lactobacillus kullabergensis Lb_186	2
2686076498	Ga0133562_11259	 amino acid/amide ABC transporter substrate-binding protein, HAAT family	2684622913	Lactobacillus melliventris Lb_184	2
2686074817	Ga0133563_11156	 amino acid/amide ABC transporter substrate-binding protein, HAAT family	2684622912	Lactobacillus apis Lb_185	2
2686074578	Ga0133564_111858	 amino acid/polyamine/organocation transporter, APC superfamily	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078906	Ga0133561_11659	 amino acid/polyamine/organocation transporter, APC superfamily	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686078955	Ga0133561_11708	 amino acid/polyamine/organocation transporter, APC superfamily	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073474	Ga0133564_11735	 amino acid/polyamine/organocation transporter, APC superfamily	2684622911	Lactobacillus kullabergensis Lb_186	2
2686079960	Ga0133561_111728	 amino acid/polyamine/organocation transporter, APC superfamily	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686079319	Ga0133561_111080	 amino acid/polyamine/organocation transporter, APC superfamily	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686075206	Ga0133563_11551	 amino acid/polyamine/organocation transporter, APC superfamily	2684622912	Lactobacillus apis Lb_185	2
2686077052	Ga0133562_12494	 amino acid/polyamine/organocation transporter, APC superfamily	2684622913	Lactobacillus melliventris Lb_184	2
2686073892	Ga0133564_111160	 amino acid/polyamine/organocation transporter, APC superfamily	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078180	Ga0133562_1384	 amino acid/polyamine/organocation transporter, APC superfamily	2684622913	Lactobacillus melliventris Lb_184	2
2686073420	Ga0133564_11681	 amino acid/polyamine/organocation transporter, APC superfamily	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077468	Ga0133562_12917	 amino acid/polyamine/organocation transporter, APC superfamily	2684622913	Lactobacillus melliventris Lb_184	2
2686077006	Ga0133562_12448	 amino acid/polyamine/organocation transporter, APC superfamily	2684622913	Lactobacillus melliventris Lb_184	2
2686075250	Ga0133563_11595	 amino acid/polyamine/organocation transporter, APC superfamily	2684622912	Lactobacillus apis Lb_185	2
2686075601	Ga0133563_11953	 amino acid/polyamine/organocation transporter, APC superfamily	2684622912	Lactobacillus apis Lb_185	2
2686076181	Ga0133563_111541	 amino acid/polyamine/organocation transporter, APC superfamily	2684622912	Lactobacillus apis Lb_185	2
2686075824	Ga0133563_111183	 aminopeptidase C. Cysteine peptidase. MEROPS family C01B	2684622912	Lactobacillus apis Lb_185	2
2686074121	Ga0133564_111396	 aminopeptidase C. Cysteine peptidase. MEROPS family C01B	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077708	Ga0133562_121164	 aminopeptidase C. Cysteine peptidase. MEROPS family C01B	2684622913	Lactobacillus melliventris Lb_184	2
2686079561	Ga0133561_111328	 aminopeptidase C. Cysteine peptidase. MEROPS family C01B	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074025	Ga0133564_111296	 arginyl-tRNA synthetase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686075736	Ga0133563_111091	 arginyl-tRNA synthetase	2684622912	Lactobacillus apis Lb_185	2
2686079442	Ga0133561_111206	 arginyl-tRNA synthetase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686077599	Ga0133562_121051	 arginyl-tRNA synthetase	2684622913	Lactobacillus melliventris Lb_184	2
2686079790	Ga0133561_111557	 asparaginase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076077	Ga0133563_111437	 asparaginase	2684622912	Lactobacillus apis Lb_185	2
2686077995	Ga0133562_121452	 asparaginase	2684622913	Lactobacillus melliventris Lb_184	2
2686077305	Ga0133562_12750	 asparaginyl-tRNA synthetase	2684622913	Lactobacillus melliventris Lb_184	2
2686075466	Ga0133563_11814	 asparaginyl-tRNA synthetase	2684622912	Lactobacillus apis Lb_185	2
2686079162	Ga0133561_11918	 asparaginyl-tRNA synthetase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686073706	Ga0133564_11970	 asparaginyl-tRNA synthetase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686073946	Ga0133564_111214	 aspartate carbamoyltransferase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686077523	Ga0133562_12972	 aspartate carbamoyltransferase	2684622913	Lactobacillus melliventris Lb_184	2
2686075657	Ga0133563_111009	 aspartate carbamoyltransferase	2684622912	Lactobacillus apis Lb_185	2
2686079375	Ga0133561_111136	 aspartate carbamoyltransferase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686076176	Ga0133563_111536	 aspartate kinase	2684622912	Lactobacillus apis Lb_185	2
2686079955	Ga0133561_111723	 aspartate kinase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074569	Ga0133564_111849	 aspartate kinase	2684622911	Lactobacillus kullabergensis Lb_186	2
2686078170	Ga0133562_1374	 aspartate kinase	2684622913	Lactobacillus melliventris Lb_184	2
2686078554	Ga0133561_11300	 aspartate racemase	2684622914	Lactobacillus helsinborgensis Lb_183	2
2686074859	Ga0133563_11198	 aspartate racemase	2684622912	Lactobacillus apis Lb_185	2
